10 eeafd02dea335715f94eadf8bb94aa9d9fe795c1 log1 sha256:29865011c28eb4be9a40aa3af6d1be3f77bf322c1af87fe52c9cc323caa863e9 /etc/intel/cloudsecurity/data/nonce 664563  25523 5056 0 0 0 0 2020-04-04T23:59:21.513
10 736a5ddbb52f6aa2b45b040a31c5931d9aa66e55 log1 sha256:b11e0e3322c24bbaa89b95ea482a2f58eb028213d585c301eee37fd700ed3a38 /etc/intel/cloudsecurity/data/aikquote 664569  25525 1 0 0 0 0 2020-04-04T23:59:21.549
10 8e4229bad00d4376a1e079904bdd9fd8d10ee7ee log1 sha256:87d70d4222f0be675cbbe40cfdef314cdb7b15dbb2fd1cf1a01f3704557dedaf /etc/intel/cloudsecurity/data/nonce 664563  25547 5056 0 0 0 0 2020-04-04T23:59:52.542
10 04d1d11dc7d7838978a68a69ca93583acd0f37a6 log1 sha256:b72637cd7dddd53d1e50071890db451acf692f0f2c1c434c0c1600e560d73259 /etc/intel/cloudsecurity/data/aikquote 664569  25549 1 0 0 0 0 2020-04-04T23:59:52.571
10 bc0459ad40a3b97f419ba7443de1e153f39478fe log1 sha256:a4a96466a314f76210f121bafcbbe7471861f295a3f24c0316c42679b3d96a16 /root/ima_archive/data/last.dat 1180958  25554 25553 0 0 0 0 2020-04-05T00:00:02.285
10 ef58996dd44019a757006850af2de6be11b35ed6 log1 sha256:fe1d7acc0e6ccf53860ed0060b4807151d15e4583ae87ea09adcc929faffbcac /etc/intel/cloudsecurity/data/nonce 664563  25558 5056 0 0 0 0 2020-04-05T00:00:23.524
10 d015bbec5eb0350162f59f012de40875a4e2ebc4 log1 sha256:7cc30f3df653b49646d581270638810e2aa6afb420867ce5e365d1a577009282 /etc/intel/cloudsecurity/data/aikquote 664569  25560 1 0 0 0 0 2020-04-05T00:00:23.552
10 d34e52148ee1784dfe59bef8bdf8c286a2f25451 log1 sha256:fefee040af4583ac247c58b19791a66bd4337a034c5daf9ea146b4f1caa00524 /etc/intel/cloudsecurity/data/nonce 664563  25598 5056 0 0 0 0 2020-04-05T00:00:54.546
10 399e07c98c50ea6748fc5cf81c620f18d6178b31 log1 sha256:e4decb69436dea2c31ad75faf95d29c00e532dec1278586c1814d4e3be07aef6 /etc/intel/cloudsecurity/data/aikquote 664569  25600 1 0 0 0 0 2020-04-05T00:00:54.577
10 721a5e8cfe5b4e1a31fbfec323dbe3ecb3e3d9c5 log1 sha256:283fe45f265da4372a15450e056f68e5382252dd3019e729073cd6785fcb3770 /opt/certbot/certbot-auto 793761  25608 25606 0 0 0 0 2020-04-05T00:01:01.617
10 5fc0cc475e16f08ef8144bd1f799f1358a11121f log1 sha256:4ac8ddcdc3d31992dd18c2e6ef929d9a79f1691d1f16e17c5d2234de886e90eb /usr/bin/basename 526337  3677 3676 0 0 0 0 2020-01-20T11:37:57.403
10 e971f7d3c5777b2414060e1a9f64e4858478f49d log1 sha256:f92029eda35b3784c87bf3d543d6fa721e39055bc8c21f6e6d43214d720e4617 /root/ima_archive/data/last.dat 1180958  25607 25605 0 0 0 0 2020-04-05T00:01:01.800
10 e35457155b42e6a33c7f173012267a7aeffc234c log1 sha256:8135463b5a74a4a0777f4946545770814d5c929a6661b2041aee78e8458146f1 /usr/bin/id 526523  6589 6586 0 0 0 0 2020-04-03T00:01:01.629
